Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1981","1981","gigagrams","292382.9613","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1982","1982","gigagrams","293528.4581","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1983","1983","gigagrams","308460.778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1984","1984","gigagrams","325443.5066","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1985","1985","gigagrams","324176.5564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1986","1986","gigagrams","329135.9654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1987","1987","gigagrams","335001.8144","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1988","1988","gigagrams","338810.6334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1989","1989","gigagrams","341553.2465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1990","1990","gigagrams","338974.6289","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1991","1991","gigagrams","326906.5282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1992","1992","gigagrams","319896.1527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1993","1993","gigagrams","315655.6251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1994","1994","gigagrams","311036.778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1995","1995","gigagrams","322341.3639","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1996","1996","gigagrams","341059.3686","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1997","1997","gigagrams","339866.3873","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1998","1998","gigagrams","339929.4442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1999","1999","gigagrams","341989.9598","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2000","2000","gigagrams","330531.6903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2001","2001","gigagrams","337695.2559","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2002","2002","gigagrams","338535.4078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2003","2003","gigagrams","349686.6978","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2004","2004","gigagrams","364875.6918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2005","2005","gigagrams","363262.4796","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2006","2006","gigagrams","366432.2323","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2007","2007","gigagrams","381791.0863","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2008","2008","gigagrams","387242.0494","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2009","2009","gigagrams","384336.1197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2010","2010","gigagrams","392941.9084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2011","2011","gigagrams","412012.4489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2012","2012","gigagrams","412498.4686","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2013","2013","gigagrams","429529.8523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2014","2014","gigagrams","431372.8303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2015","2015","gigagrams","430077.6689","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2016","2016","gigagrams","439124.411","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2017","2017","gigagrams","444593.3025","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1961","1961","tonnes","651140370","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1962","1962","tonnes","695988938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1963","1963","tonnes","691892866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1964","1964","tonnes","727732462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1965","1965","tonnes","733703049","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1966","1966","tonnes","806834515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1967","1967","tonnes","835981325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1968","1968","tonnes","861006118","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1969","1969","tonnes","864208300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1970","1970","tonnes","865087793","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1971","1971","tonnes","970228197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1972","1972","tonnes","939797516","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1973","1973","tonnes","1010355965","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1974","1974","tonnes","982981043","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1975","1975","tonnes","992083903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1976","1976","tonnes","1105541798","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1977","1977","tonnes","1076759047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1978","1978","tonnes","1185706596","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1979","1979","tonnes","1151388914","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1980","1980","tonnes","1142417101","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1981","1981","tonnes","1211384738","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1982","1982","tonnes","1259172172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1983","1983","tonnes","1168222566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1984","1984","tonnes","1310036644","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1985","1985","tonnes","1341982205","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1986","1986","tonnes","1354231736","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1987","1987","tonnes","1297118367","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1988","1988","tonnes","1227343418","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1989","1989","tonnes","1342734642","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1990","1990","tonnes","1417946875","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1991","1991","tonnes","1354912799.5462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1992","1992","tonnes","1429983107.6678","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1993","1993","tonnes","1358298186.3179","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1994","1994","tonnes","1399921895.5902","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1995","1995","tonnes","1334963919.5356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1996","1996","tonnes","1474005269.8619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1997","1997","tonnes","1498241452.689","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1998","1998","tonnes","1486533466.4621","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","1999","1999","tonnes","1452200592.2999","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2000","2000","tonnes","1439905347.7151","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2001","2001","tonnes","1482988999.461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2002","2002","tonnes","1460796380.0415","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2003","2003","tonnes","1465456791.4434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2004","2004","tonnes","1652856051.8244","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2005","2005","tonnes","1606852312.1313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2006","2006","tonnes","1592879382.7446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2007","2007","tonnes","1667131544.9774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2008","2008","tonnes","1808968349.3886","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2009","2009","tonnes","1779090418.2395","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2010","2010","tonnes","1739848966.4964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2011","2011","tonnes","1836577655.3363","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2012","2012","tonnes","1799601810.5845","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2013","2013","tonnes","1999408679.6174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2014","2014","tonnes","2045444808.0087","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2015","2015","tonnes","2082682154.4532","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2016","2016","tonnes","2123429564.4283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","5510","Production","1718","Cereals excluding rice","2017","2017","tonnes","2179613221.6906","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1961","1961","gigagrams","401235.4198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1962","1962","gigagrams","416381.2404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1963","1963","gigagrams","418798.0446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1964","1964","gigagrams","436916.8866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1965","1965","gigagrams","437765.0479","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1966","1966","gigagrams","446817.0245","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1967","1967","gigagrams","452246.7943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1968","1968","gigagrams","461529.1161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1969","1969","gigagrams","468131.2289","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1970","1970","gigagrams","477507.4515","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1971","1971","gigagrams","486177.2735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1972","1972","gigagrams","480979.8938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1973","1973","gigagrams","499490.5537","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1974","1974","gigagrams","501372.8468","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1975","1975","gigagrams","520253.5941","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1976","1976","gigagrams","519328.3666","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1977","1977","gigagrams","530852.3416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1978","1978","gigagrams","537206.5002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1979","1979","gigagrams","532245.1973","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1980","1980","gigagrams","546256.3059","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1981","1981","gigagrams","549782.8455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1982","1982","gigagrams","541586.3849","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1983","1983","gigagrams","548858.8682","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1984","1984","gigagrams","560256.0971","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1985","1985","gigagrams","558525.6225","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1986","1986","gigagrams","561054.7162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1987","1987","gigagrams","556777.3655","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1988","1988","gigagrams","578079.6495","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1989","1989","gigagrams","588415.7233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1990","1990","gigagrams","584350.9701","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1991","1991","gigagrams","582418.4618","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1992","1992","gigagrams","584036.9597","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1993","1993","gigagrams","576992.5467","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1994","1994","gigagrams","584211.4421","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1995","1995","gigagrams","601679.076","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1996","1996","gigagrams","613628.3167","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1997","1997","gigagrams","612433.6875","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1998","1998","gigagrams","612992.4553","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","1999","1999","gigagrams","637123.2098","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2000","2000","gigagrams","622031.5203","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2001","2001","gigagrams","615243.3375","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2002","2002","gigagrams","606178.827","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2003","2003","gigagrams","608876.9374","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2004","2004","gigagrams","623980.9176","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2005","2005","gigagrams","636434.7922","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2006","2006","gigagrams","639774.2451","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2007","2007","gigagrams","645219.1328","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5000","World","7231","Emissions (CO2eq)","27","Rice, paddy","2008","2008","gigagrams","661159.5395","A","Aggregate, may include official, semi-official, estimated or calculated data"
